Alert;00:00:36;;12:16:09;12:16:45
QOP;00:03:40;;12:16:45;12:20:25
Active;00:07:51;;12:20:25;12:28:16
Alert;00:02:26;;12:28:16;12:30:42
QHH;00:00:07;;12:30:42;12:30:49
QOP;00:00:43;;12:30:49;12:31:32
QHH;00:00:08;;12:31:32;12:31:40
Alert;00:06:57;;12:31:40;12:38:37
QOP;00:00:47;;12:38:37;12:39:24
QHH;00:00:06;;12:39:24;12:39:30
QOP;00:01:16;;12:39:30;12:40:46
QHH;00:00:07;;12:40:46;12:40:53
QOP;00:02:13;;12:40:53;12:43:06
QHH;00:00:06;;12:43:06;12:43:12
QHH;00:00:15;;12:43:12;12:43:27
QOP;00:01:03;;12:43:27;12:44:30
QHH;00:00:15;;12:44:30;12:44:45
QOP;00:00:53;;12:44:45;12:45:38
QHH;00:00:10;;12:45:38;12:45:48
QOP;00:11:48;;12:45:48;12:57:36
Active;00:01:49;;12:57:36;12:59:25
Alert;00:04:51;;12:59:25;13:04:16
QOP;00:08:10;;13:04:16;13:12:26
QHH;00:00:07;;13:12:26;13:12:33
QOP;00:01:30;;13:12:33;13:14:03
Alert;00:00:57;;13:14:03;13:15:00

